target_id,ed_annotated_index,conv_id,utterance_idx,target_num,author,emotion_context,prompt,raw_utterance,target_text,utterance_before_target,utterance_text,prior_speaker_turn,prior_dialog,dialog_and_target_text,act,act_source,intent,intent_source,prompt_dialog_target_text,emotion_prompt_dialog_target_text,generated_text
hit:10002_conv:20005_turn:2_trg:0,68880,hit:10002_conv:20005,2,0,listener,guilty,<prompt> Eating someone's cake at work only to realize that there wasn't anymore left for them </prompt>,"haha, was that intentional to get revenge on him/her. or just that you were hungry?",<target> or just that you were hungry? </target>,"haha, was that intentional to get revenge on him/her. ","<listener> haha, was that intentional to get revenge on him/her.  <target> or just that you were hungry? </target>","<speaker> I ate my co-worker's cake, which was in the fridge </speaker>","<speaker> I ate my co-worker's cake, which was in the fridge </speaker>","<speaker> I ate my co-worker's cake, which was in the fridge </speaker> <listener> haha, was that intentional to get revenge on him/her.  <target> or just that you were hungry? </target>",Suggest a reason,QBERT,Express interest,QBERT,"<prompt> Eating someone's cake at work only to realize that there wasn't anymore left for them </prompt> <speaker> I ate my co-worker's cake, which was in the fridge </speaker> <listener> haha, was that intentional to get revenge on him/her.  <target> or just that you were hungry? </target>","<emotion> guilty <prompt> Eating someone's cake at work only to realize that there wasn't anymore left for them </prompt> <speaker> I ate my co-worker's cake, which was in the fridge </speaker> <listener> haha, was that intentional to get revenge on him/her.  <target> or just that you were hungry? </target>"," <listener> Oh no, that's not good. How did that happen? </listener> "
hit:10002_conv:20005_turn:4_trg:0,68882,hit:10002_conv:20005,4,0,listener,guilty,<prompt> Eating someone's cake at work only to realize that there wasn't anymore left for them </prompt>,haha. Did you tell him about it?,<target> Did you tell him about it? </target>,haha. ,<listener> haha.  <target> Did you tell him about it? </target>,"<speaker> I was hungry, I didn't' know it was his, and when he came back, there wasn't any cake remaining </speaker>","<speaker> I ate my co-worker's cake, which was in the fridge </speaker> <listener> haha, was that intentional to get revenge on him/her. or just that you were hungry? </listener> <speaker> I was hungry, I didn't' know it was his, and when he came back, there wasn't any cake remaining </speaker>","<speaker> I ate my co-worker's cake, which was in the fridge </speaker> <listener> haha, was that intentional to get revenge on him/her. or just that you were hungry? </listener> <speaker> I was hungry, I didn't' know it was his, and when he came back, there wasn't any cake remaining </speaker> <listener> haha.  <target> Did you tell him about it? </target>",Request information,mturk,Express concern,mturk,"<prompt> Eating someone's cake at work only to realize that there wasn't anymore left for them </prompt> <speaker> I ate my co-worker's cake, which was in the fridge </speaker> <listener> haha, was that intentional to get revenge on him/her. or just that you were hungry? </listener> <speaker> I was hungry, I didn't' know it was his, and when he came back, there wasn't any cake remaining </speaker> <listener> haha.  <target> Did you tell him about it? </target>","<emotion> guilty <prompt> Eating someone's cake at work only to realize that there wasn't anymore left for them </prompt> <speaker> I ate my co-worker's cake, which was in the fridge </speaker> <listener> haha, was that intentional to get revenge on him/her. or just that you were hungry? </listener> <speaker> I was hungry, I didn't' know it was his, and when he came back, there wasn't any cake remaining </speaker> <listener> haha.  <target> Did you tell him about it? </target>"," <listener> Oh no, that's awkward! Did your coworker seem upset about it? </listener>"
hit:10003_conv:20007_turn:2_trg:0,104024,hit:10003_conv:20007,2,0,listener,excited,<prompt> I got my bonus coming up on this paycheck. I have been saving money for a new car and I think I can finally get one! </prompt>,That is some exciting news. Do you already know what kind of vehicle you want?,<target> Do you already know what kind of vehicle you want? </target>,That is some exciting news. ,<listener> That is some exciting news.  <target> Do you already know what kind of vehicle you want? </target>,<speaker> Im expecting a good bonus to be on this check coming up. I can finally go buy a new car! </speaker>,<speaker> Im expecting a good bonus to be on this check coming up. I can finally go buy a new car! </speaker>,<speaker> Im expecting a good bonus to be on this check coming up. I can finally go buy a new car! </speaker> <listener> That is some exciting news.  <target> Do you already know what kind of vehicle you want? </target>,Request information,QBERT,Amplify excitement,QBERT,<prompt> I got my bonus coming up on this paycheck. I have been saving money for a new car and I think I can finally get one! </prompt> <speaker> Im expecting a good bonus to be on this check coming up. I can finally go buy a new car! </speaker> <listener> That is some exciting news.  <target> Do you already know what kind of vehicle you want? </target>,<emotion> excited <prompt> I got my bonus coming up on this paycheck. I have been saving money for a new car and I think I can finally get one! </prompt> <speaker> Im expecting a good bonus to be on this check coming up. I can finally go buy a new car! </speaker> <listener> That is some exciting news.  <target> Do you already know what kind of vehicle you want? </target>, <listener> That sounds great! I'm happy for you. Have you had your eye on a particular car model? </listener>
hit:10004_conv:20008_turn:2_trg:0,68889,hit:10004_conv:20008,2,0,listener,surprised,<prompt> My little cousin gifted me for my birthday. I was so happy. He spent for me from his savings </prompt>,Very sweet of him. Did he surprise you?,<target> Did he surprise you? </target>,Very sweet of him. ,<listener> Very sweet of him.  <target> Did he surprise you? </target>,<speaker> My little cousin gifted me for my birthday </speaker>,<speaker> My little cousin gifted me for my birthday </speaker>,<speaker> My little cousin gifted me for my birthday </speaker> <listener> Very sweet of him.  <target> Did he surprise you? </target>,Request information,QBERT,Express interest,QBERT,<prompt> My little cousin gifted me for my birthday. I was so happy. He spent for me from his savings </prompt> <speaker> My little cousin gifted me for my birthday </speaker> <listener> Very sweet of him.  <target> Did he surprise you? </target>,<emotion> surprised <prompt> My little cousin gifted me for my birthday. I was so happy. He spent for me from his savings </prompt> <speaker> My little cousin gifted me for my birthday </speaker> <listener> Very sweet of him.  <target> Did he surprise you? </target>," <listener> Oh, that's so sweet of your little cousin! What did they get you? </listener>"
hit:10004_conv:20009_turn:4_trg:0,104030,hit:10004_conv:20009,4,0,listener,confident,<prompt> I was sure I would do good on this exam coming up. I studied so hard for it.  </prompt>,Whats kind of exam is that?,<target> Whats kind of exam is that? </target>,,<listener>  <target> Whats kind of exam is that? </target>,<speaker> Thanks! It will be a breeze.  </speaker>,<speaker> I studied so hard and prepared for this exam tomorrow. I bet I will make no less than an A </speaker> <listener> I am sure you will. Good luck for you!! </listener> <speaker> Thanks! It will be a breeze.  </speaker>,<speaker> I studied so hard and prepared for this exam tomorrow. I bet I will make no less than an A </speaker> <listener> I am sure you will. Good luck for you!! </listener> <speaker> Thanks! It will be a breeze.  </speaker> <listener>  <target> Whats kind of exam is that? </target>,Request information,QBERT,Express interest,QBERT,<prompt> I was sure I would do good on this exam coming up. I studied so hard for it.  </prompt> <speaker> I studied so hard and prepared for this exam tomorrow. I bet I will make no less than an A </speaker> <listener> I am sure you will. Good luck for you!! </listener> <speaker> Thanks! It will be a breeze.  </speaker> <listener>  <target> Whats kind of exam is that? </target>,<emotion> confident <prompt> I was sure I would do good on this exam coming up. I studied so hard for it.  </prompt> <speaker> I studied so hard and prepared for this exam tomorrow. I bet I will make no less than an A </speaker> <listener> I am sure you will. Good luck for you!! </listener> <speaker> Thanks! It will be a breeze.  </speaker> <listener>  <target> Whats kind of exam is that? </target>, <listener> That's great to hear! I'm sure you've put in a lot of effort and it'll pay off. Do you have any specific strategies for staying calm and focused during the exam? </listener>
hit:10005_conv:20010_turn:4_trg:0,68895,hit:10005_conv:20010,4,0,listener,content,<prompt> I am happy with my current employer. Even though am getting a new job offer. </prompt>,Will you work there forever?,<target> Will you work there forever? </target>,,<listener>  <target> Will you work there forever? </target>,<speaker> Yeah feel like it. I very content with the current one as well </speaker>,"<speaker> I am happy with my current employer. even though am getting a new jon offers </speaker> <listener> That is good, maybe you can get a raise. </listener> <speaker> Yeah feel like it. I very content with the current one as well </speaker>","<speaker> I am happy with my current employer. even though am getting a new jon offers </speaker> <listener> That is good, maybe you can get a raise. </listener> <speaker> Yeah feel like it. I very content with the current one as well </speaker> <listener>  <target> Will you work there forever? </target>",Request information,QBERT,Express interest,QBERT,"<prompt> I am happy with my current employer. Even though am getting a new job offer. </prompt> <speaker> I am happy with my current employer. even though am getting a new jon offers </speaker> <listener> That is good, maybe you can get a raise. </listener> <speaker> Yeah feel like it. I very content with the current one as well </speaker> <listener>  <target> Will you work there forever? </target>","<emotion> content <prompt> I am happy with my current employer. Even though am getting a new job offer. </prompt> <speaker> I am happy with my current employer. even though am getting a new jon offers </speaker> <listener> That is good, maybe you can get a raise. </listener> <speaker> Yeah feel like it. I very content with the current one as well </speaker> <listener>  <target> Will you work there forever? </target>"," <listener> That's great to hear! It's always a good feeling to be content with your job and have the potential for a raise. Have you considered discussing your salary expectations with your current employer? Sometimes, it's worth exploring options within your current company before looking elsewhere. </listener>"
hit:10005_conv:20011_turn:2_trg:0,68897,hit:10005_conv:20011,2,0,listener,furious,<prompt> I am so mad my flight got canceled. </prompt>,"Ah that sucks, you were going for any business meeting?","<target> Ah that sucks, you were going for any business meeting? </target>",,"<listener>  <target> Ah that sucks, you were going for any business meeting? </target>",<speaker> I am so mad my flight got canceled. </speaker>,<speaker> I am so mad my flight got canceled. </speaker>,"<speaker> I am so mad my flight got canceled. </speaker> <listener>  <target> Ah that sucks, you were going for any business meeting? </target>",Request information,QBERT,Sympathize,QBERT,"<prompt> I am so mad my flight got canceled. </prompt> <speaker> I am so mad my flight got canceled. </speaker> <listener>  <target> Ah that sucks, you were going for any business meeting? </target>","<emotion> furious <prompt> I am so mad my flight got canceled. </prompt> <speaker> I am so mad my flight got canceled. </speaker> <listener>  <target> Ah that sucks, you were going for any business meeting? </target>"," <listener> Oh no, that's frustrating! Can you tell me more about what happened? </listener>"
hit:10006_conv:20012_turn:4_trg:0,68903,hit:10006_conv:20012,4,0,listener,afraid,<prompt> I am not able to pay for my mortgage. I think i will loose my home </prompt>,"Yeah, that sounds no good, what will you do now?","<target> Yeah, that sounds no good, what will you do now? </target>",,"<listener>  <target> Yeah, that sounds no good, what will you do now? </target>",<speaker> I know. i lost my job due to automation in the company. </speaker>,"<speaker> I am not able to pay for my mortgage. I think i will lose my home </speaker> <listener> Oh wow, that's not good at all </listener> <speaker> I know. i lost my job due to automation in the company. </speaker>","<speaker> I am not able to pay for my mortgage. I think i will lose my home </speaker> <listener> Oh wow, that's not good at all </listener> <speaker> I know. i lost my job due to automation in the company. </speaker> <listener>  <target> Yeah, that sounds no good, what will you do now? </target>",Ask about consequence,QBERT,Express concern,QBERT,"<prompt> I am not able to pay for my mortgage. I think i will loose my home </prompt> <speaker> I am not able to pay for my mortgage. I think i will lose my home </speaker> <listener> Oh wow, that's not good at all </listener> <speaker> I know. i lost my job due to automation in the company. </speaker> <listener>  <target> Yeah, that sounds no good, what will you do now? </target>","<emotion> afraid <prompt> I am not able to pay for my mortgage. I think i will loose my home </prompt> <speaker> I am not able to pay for my mortgage. I think i will lose my home </speaker> <listener> Oh wow, that's not good at all </listener> <speaker> I know. i lost my job due to automation in the company. </speaker> <listener>  <target> Yeah, that sounds no good, what will you do now? </target>"," <listener> That sounds like a really tough situation. Have you considered reaching out to your local government or non-profit organizations for assistance? They may be able to provide you with financial aid or counseling to help you keep your home. Additionally, have you looked into crowdfunding platforms as a way to raise funds? </listener>"
hit:10007_conv:20014_turn:2_trg:0,68910,hit:10007_conv:20014,2,0,listener,nostalgic,<prompt> I found my old diary in basement. It brought back lot of memories </prompt>,How nostalgic! Was there anything in there that surprised you?,<target> Was there anything in there that surprised you? </target>,How nostalgic! ,<listener> How nostalgic!  <target> Was there anything in there that surprised you? </target>,<speaker> I found my old diary in the basement. It brought lot of memories </speaker>,<speaker> I found my old diary in the basement. It brought lot of memories </speaker>,<speaker> I found my old diary in the basement. It brought lot of memories </speaker> <listener> How nostalgic!  <target> Was there anything in there that surprised you? </target>,Request information,mturk,Express interest,mturk,<prompt> I found my old diary in basement. It brought back lot of memories </prompt> <speaker> I found my old diary in the basement. It brought lot of memories </speaker> <listener> How nostalgic!  <target> Was there anything in there that surprised you? </target>,<emotion> nostalgic <prompt> I found my old diary in basement. It brought back lot of memories </prompt> <speaker> I found my old diary in the basement. It brought lot of memories </speaker> <listener> How nostalgic!  <target> Was there anything in there that surprised you? </target>, <listener> That's great! It's always interesting to see how our perspectives change over time. Did you find anything in particular that stood out to you? </listener>
hit:10007_conv:20014_turn:4_trg:0,68912,hit:10007_conv:20014,4,0,listener,nostalgic,<prompt> I found my old diary in basement. It brought back lot of memories </prompt>,That's so cute. How old were you?,<target> How old were you? </target>,That's so cute. ,<listener> That's so cute.  <target> How old were you? </target>,<speaker> my first love letter which i received. I have read that 5 times again lol </speaker>,<speaker> I found my old diary in the basement. It brought lot of memories </speaker> <listener> How nostalgic! Was there anything in there that surprised you? </listener> <speaker> my first love letter which i received. I have read that 5 times again lol </speaker>,<speaker> I found my old diary in the basement. It brought lot of memories </speaker> <listener> How nostalgic! Was there anything in there that surprised you? </listener> <speaker> my first love letter which i received. I have read that 5 times again lol </speaker> <listener> That's so cute.  <target> How old were you? </target>,Request information,mturk,Express interest,mturk,<prompt> I found my old diary in basement. It brought back lot of memories </prompt> <speaker> I found my old diary in the basement. It brought lot of memories </speaker> <listener> How nostalgic! Was there anything in there that surprised you? </listener> <speaker> my first love letter which i received. I have read that 5 times again lol </speaker> <listener> That's so cute.  <target> How old were you? </target>,<emotion> nostalgic <prompt> I found my old diary in basement. It brought back lot of memories </prompt> <speaker> I found my old diary in the basement. It brought lot of memories </speaker> <listener> How nostalgic! Was there anything in there that surprised you? </listener> <speaker> my first love letter which i received. I have read that 5 times again lol </speaker> <listener> That's so cute.  <target> How old were you? </target>," <listener> Aww, that's sweet! It's amazing how old memories can bring back such strong emotions. Did you ever contact the person who wrote the letter? </listener>"
hit:10008_conv:20016_turn:2_trg:0,68914,hit:10008_conv:20016,2,0,listener,anxious,<prompt> I'm not ready for the long 9 hour drive.   </prompt>,What is going on this weekend?,<target> What is going on this weekend? </target>,,<listener>  <target> What is going on this weekend? </target>,<speaker> Boy this weekend is going to be hell </speaker>,<speaker> Boy this weekend is going to be hell </speaker>,<speaker> Boy this weekend is going to be hell </speaker> <listener>  <target> What is going on this weekend? </target>,Request information,SBERT,Express interest,mturk,<prompt> I'm not ready for the long 9 hour drive.   </prompt> <speaker> Boy this weekend is going to be hell </speaker> <listener>  <target> What is going on this weekend? </target>,<emotion> anxious <prompt> I'm not ready for the long 9 hour drive.   </prompt> <speaker> Boy this weekend is going to be hell </speaker> <listener>  <target> What is going on this weekend? </target>," <listener> Oh no, why do you say that? </listener>"
hit:10008_conv:20016_turn:4_trg:0,68916,hit:10008_conv:20016,4,0,listener,anxious,<prompt> I'm not ready for the long 9 hour drive.   </prompt>,Are you driving with anyone?,<target> Are you driving with anyone? </target>,,<listener>  <target> Are you driving with anyone? </target>,<speaker> I have a long drive planned.  About 9 hours.  I hate long drives :/ </speaker>,<speaker> Boy this weekend is going to be hell </speaker> <listener> What is going on this weekend? </listener> <speaker> I have a long drive planned.  About 9 hours.  I hate long drives :/ </speaker>,<speaker> Boy this weekend is going to be hell </speaker> <listener> What is going on this weekend? </listener> <speaker> I have a long drive planned.  About 9 hours.  I hate long drives :/ </speaker> <listener>  <target> Are you driving with anyone? </target>,Request information,mturk,Express interest,mturk,<prompt> I'm not ready for the long 9 hour drive.   </prompt> <speaker> Boy this weekend is going to be hell </speaker> <listener> What is going on this weekend? </listener> <speaker> I have a long drive planned.  About 9 hours.  I hate long drives :/ </speaker> <listener>  <target> Are you driving with anyone? </target>,<emotion> anxious <prompt> I'm not ready for the long 9 hour drive.   </prompt> <speaker> Boy this weekend is going to be hell </speaker> <listener> What is going on this weekend? </listener> <speaker> I have a long drive planned.  About 9 hours.  I hate long drives :/ </speaker> <listener>  <target> Are you driving with anyone? </target>," <listener> Oh no, that does sound like a challenging weekend. Do you have any plans to make the drive more enjoyable? Perhaps listening to audiobooks or podcasts? </listener>"
hit:10008_conv:20017_turn:4_trg:0,68921,hit:10008_conv:20017,4,0,listener,furious,<prompt> I am so mad that I forgot my money at home. </prompt>,Oh dang.  Thats awful.  Maybe someone will let you borrow some?,<target> Maybe someone will let you borrow some? </target>,Oh dang.   Thats awful.  ,<listener> Oh dang.   Thats awful.   <target> Maybe someone will let you borrow some? </target>,<speaker> Yes but its a long drive. </speaker>,<speaker> I am so mad that I forgot my money at home. </speaker> <listener> Uh oh.  Better go back and get it! </listener> <speaker> Yes but its a long drive. </speaker>,<speaker> I am so mad that I forgot my money at home. </speaker> <listener> Uh oh.  Better go back and get it! </listener> <speaker> Yes but its a long drive. </speaker> <listener> Oh dang.   Thats awful.   <target> Maybe someone will let you borrow some? </target>,Suggest a solution,QBERT,Offer relief,QBERT,<prompt> I am so mad that I forgot my money at home. </prompt> <speaker> I am so mad that I forgot my money at home. </speaker> <listener> Uh oh.  Better go back and get it! </listener> <speaker> Yes but its a long drive. </speaker> <listener> Oh dang.   Thats awful.   <target> Maybe someone will let you borrow some? </target>,<emotion> furious <prompt> I am so mad that I forgot my money at home. </prompt> <speaker> I am so mad that I forgot my money at home. </speaker> <listener> Uh oh.  Better go back and get it! </listener> <speaker> Yes but its a long drive. </speaker> <listener> Oh dang.   Thats awful.   <target> Maybe someone will let you borrow some? </target>," <listener> I understand how frustrating it can be to forget something important, especially when it's a long way back. Would you like me to help you brainstorm some ways to make the drive more productive or enjoyable? </listener>"
hit:10009_conv:20018_turn:2_trg:0,68923,hit:10009_conv:20018,2,0,listener,angry,<prompt> I really am mad at my brother. </prompt>,Oh yeah? Why is that?,<target> Oh yeah?  </target>,,<listener>  <target> Oh yeah?  </target>,<speaker> I am really mad at my brother. </speaker>,<speaker> I am really mad at my brother. </speaker>,<speaker> I am really mad at my brother. </speaker> <listener>  <target> Oh yeah?  </target>,Ask for confirmation,manual,Express interest,manual,<prompt> I really am mad at my brother. </prompt> <speaker> I am really mad at my brother. </speaker> <listener>  <target> Oh yeah?  </target>,<emotion> angry <prompt> I really am mad at my brother. </prompt> <speaker> I am really mad at my brother. </speaker> <listener>  <target> Oh yeah?  </target>," <listener> Oh, that sounds really frustrating. Can you tell me more about what's going on with your brother? </listener>"
hit:10009_conv:20018_turn:2_trg:1,68923,hit:10009_conv:20018,2,1,listener,angry,<prompt> I really am mad at my brother. </prompt>,Oh yeah? Why is that?,<target> Why is that? </target>,Oh yeah? ,<listener> Oh yeah?  <target> Why is that? </target>,<speaker> I am really mad at my brother. </speaker>,<speaker> I am really mad at my brother. </speaker>,<speaker> I am really mad at my brother. </speaker> <listener> Oh yeah?  <target> Why is that? </target>,Ask about antecedent,manual,Express interest,manual,<prompt> I really am mad at my brother. </prompt> <speaker> I am really mad at my brother. </speaker> <listener> Oh yeah?  <target> Why is that? </target>,<emotion> angry <prompt> I really am mad at my brother. </prompt> <speaker> I am really mad at my brother. </speaker> <listener> Oh yeah?  <target> Why is that? </target>," <listener> Oh, that sounds really frustrating. Can you tell me more about what's going on with your brother? </listener>"
hit:10009_conv:20018_turn:4_trg:0,68925,hit:10009_conv:20018,4,0,listener,angry,<prompt> I really am mad at my brother. </prompt>,That's awful. Did you confront him?,<target> Did you confront him? </target>,That's awful. ,<listener> That's awful.  <target> Did you confront him? </target>,<speaker> He stole some money from me. </speaker>,<speaker> I am really mad at my brother. </speaker> <listener> Oh yeah? Why is that? </listener> <speaker> He stole some money from me. </speaker>,<speaker> I am really mad at my brother. </speaker> <listener> Oh yeah? Why is that? </listener> <speaker> He stole some money from me. </speaker> <listener> That's awful.  <target> Did you confront him? </target>,Suggest a solution,manual,De-escalate,manual,<prompt> I really am mad at my brother. </prompt> <speaker> I am really mad at my brother. </speaker> <listener> Oh yeah? Why is that? </listener> <speaker> He stole some money from me. </speaker> <listener> That's awful.  <target> Did you confront him? </target>,<emotion> angry <prompt> I really am mad at my brother. </prompt> <speaker> I am really mad at my brother. </speaker> <listener> Oh yeah? Why is that? </listener> <speaker> He stole some money from me. </speaker> <listener> That's awful.  <target> Did you confront him? </target>, <listener> That sounds really frustrating. Have you talked to him about it? </listener>
hit:10009_conv:20019_turn:2_trg:0,68927,hit:10009_conv:20019,2,0,listener,excited,<prompt> I have a hot date this weekend! </prompt>,Is it your first date with her?,<target> Is it your first date with her? </target>,,<listener>  <target> Is it your first date with her? </target>,<speaker> I have a hot date this weekend. </speaker>,<speaker> I have a hot date this weekend. </speaker>,<speaker> I have a hot date this weekend. </speaker> <listener>  <target> Is it your first date with her? </target>,Request information,mturk,Express interest,mturk,<prompt> I have a hot date this weekend! </prompt> <speaker> I have a hot date this weekend. </speaker> <listener>  <target> Is it your first date with her? </target>,<emotion> excited <prompt> I have a hot date this weekend! </prompt> <speaker> I have a hot date this weekend. </speaker> <listener>  <target> Is it your first date with her? </target>, <listener> That's great! I'm happy for you. How are you feeling about the date? Are you excited or nervous? </listener>
hit:10009_conv:20019_turn:4_trg:0,68929,hit:10009_conv:20019,4,0,listener,excited,<prompt> I have a hot date this weekend! </prompt>,Where are you taking her?,<target> Where are you taking her? </target>,,<listener>  <target> Where are you taking her? </target>,<speaker> Yes it will be </speaker>,<speaker> I have a hot date this weekend. </speaker> <listener> Is it your first date with her? </listener> <speaker> Yes it will be </speaker>,<speaker> I have a hot date this weekend. </speaker> <listener> Is it your first date with her? </listener> <speaker> Yes it will be </speaker> <listener>  <target> Where are you taking her? </target>,Request information,mturk,Express interest,mturk,<prompt> I have a hot date this weekend! </prompt> <speaker> I have a hot date this weekend. </speaker> <listener> Is it your first date with her? </listener> <speaker> Yes it will be </speaker> <listener>  <target> Where are you taking her? </target>,<emotion> excited <prompt> I have a hot date this weekend! </prompt> <speaker> I have a hot date this weekend. </speaker> <listener> Is it your first date with her? </listener> <speaker> Yes it will be </speaker> <listener>  <target> Where are you taking her? </target>, <listener> That's great! Are you feeling nervous or excited? </listener>
hit:10010_conv:20020_turn:2_trg:0,104037,hit:10010_conv:20020,2,0,listener,annoyed,<prompt> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </prompt>,Why not block the calls?,<target> Why not block the calls? </target>,,<listener>  <target> Why not block the calls? </target>,<speaker> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </speaker>,<speaker> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </speaker>,<speaker> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </speaker> <listener>  <target> Why not block the calls? </target>,Suggest a solution,QBERT,Offer relief,QBERT,<prompt> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </prompt> <speaker> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </speaker> <listener>  <target> Why not block the calls? </target>,<emotion> annoyed <prompt> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </prompt> <speaker> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </speaker> <listener>  <target> Why not block the calls? </target>," <listener> Oh, that sounds really frustrating. Have you tried speaking to them about the frequency of their calls? Maybe they can provide you with more information or offer a solution. </listener>"
hit:10010_conv:20020_turn:4_trg:0,104039,hit:10010_conv:20020,4,0,listener,annoyed,<prompt> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </prompt>,Have you asked them to stop calling about this topic?,<target> Have you asked them to stop calling about this topic? </target>,,<listener>  <target> Have you asked them to stop calling about this topic? </target>,<speaker> I want them to be able to get in touch with me if something important comes up. </speaker>,<speaker> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </speaker> <listener> Why not block the calls? </listener> <speaker> I want them to be able to get in touch with me if something important comes up. </speaker>,<speaker> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </speaker> <listener> Why not block the calls? </listener> <speaker> I want them to be able to get in touch with me if something important comes up. </speaker> <listener>  <target> Have you asked them to stop calling about this topic? </target>,Suggest a solution,QBERT,Offer relief,QBERT,<prompt> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </prompt> <speaker> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </speaker> <listener> Why not block the calls? </listener> <speaker> I want them to be able to get in touch with me if something important comes up. </speaker> <listener>  <target> Have you asked them to stop calling about this topic? </target>,<emotion> annoyed <prompt> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </prompt> <speaker> My bank has called me three times a day ever since I applied for a mortgage. It's been a week and they show no signs of slowing down.  </speaker> <listener> Why not block the calls? </listener> <speaker> I want them to be able to get in touch with me if something important comes up. </speaker> <listener>  <target> Have you asked them to stop calling about this topic? </target>," <listener> That makes sense. Have you considered registering your number on the National Do Not Call Registry? That way, unwanted calls from telemarketers and banks should decrease. </listener>"
hit:10011_conv:20022_turn:2_trg:0,68936,hit:10011_conv:20022,2,0,listener,anxious,<prompt> I am so ready for Thursday. </prompt>,Are you looking forward to an event happening then?,<target> Are you looking forward to an event happening then? </target>,,<listener>  <target> Are you looking forward to an event happening then? </target>,<speaker> I am so ready for Thursday. </speaker>,<speaker> I am so ready for Thursday. </speaker>,<speaker> I am so ready for Thursday. </speaker> <listener>  <target> Are you looking forward to an event happening then? </target>,Request information,mturk,Express interest,mturk,<prompt> I am so ready for Thursday. </prompt> <speaker> I am so ready for Thursday. </speaker> <listener>  <target> Are you looking forward to an event happening then? </target>,<emotion> anxious <prompt> I am so ready for Thursday. </prompt> <speaker> I am so ready for Thursday. </speaker> <listener>  <target> Are you looking forward to an event happening then? </target>, <listener> That's great to hear! What are your plans for Thursday? </listener>
hit:10011_conv:20023_turn:2_trg:0,68940,hit:10011_conv:20023,2,0,listener,trusting,"<prompt> I really appreciate my wife. I know I can depend on her for anything, which is comforting. </prompt>","That is great, how long have you been married?","<target> That is great, how long have you been married? </target>",,"<listener>  <target> That is great, how long have you been married? </target>",<speaker> I really love my wife so much! </speaker>,<speaker> I really love my wife so much! </speaker>,"<speaker> I really love my wife so much! </speaker> <listener>  <target> That is great, how long have you been married? </target>",Request information,SBERT,Express interest,SBERT,"<prompt> I really appreciate my wife. I know I can depend on her for anything, which is comforting. </prompt> <speaker> I really love my wife so much! </speaker> <listener>  <target> That is great, how long have you been married? </target>","<emotion> trusting <prompt> I really appreciate my wife. I know I can depend on her for anything, which is comforting. </prompt> <speaker> I really love my wife so much! </speaker> <listener>  <target> That is great, how long have you been married? </target>", <listener> That's so sweet! It's great to hear that you have a strong connection with your wife. Can you tell me a little bit more about what you love about her? </listener>
hit:10012_conv:20024_turn:2_trg:0,68944,hit:10012_conv:20024,2,0,listener,content,<prompt> I am ok with coming in third in my race. </prompt>,Third is very good! What kind of race?,<target> What kind of race? </target>,Third is very good! ,<listener> Third is very good!  <target> What kind of race? </target>,<speaker> I am ok with coming in third in my race. </speaker>,<speaker> I am ok with coming in third in my race. </speaker>,<speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good!  <target> What kind of race? </target>,Request information,QBERT,Express interest,QBERT,<prompt> I am ok with coming in third in my race. </prompt> <speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good!  <target> What kind of race? </target>,<emotion> content <prompt> I am ok with coming in third in my race. </prompt> <speaker> I am ok with coming in third in my race. </speaker> <listener> Third is very good!  <target> What kind of race? </target>," <listener> That's a great attitude to have! It's important to be proud of your accomplishments, no matter where you place. Can you tell me a little bit more about your race? What was it like? </listener>"
